sparkasse,name,since,until,position,feste_bezuege,erfolgsabhaengige_bezuege,sonstige_bezuege,gesamtverguetung,anmerkungen,state,verband
Kreissparkasse Groß-Gerau,Kurt Heil,2013-01-01,2013-12-31,Mitglied,0.0,30000.0,0.0,30000.0,,Hessen,SGVHT
Kreissparkasse Groß-Gerau,Sabine Funk,2013-01-01,2013-12-31,Mitglied,259000.0,46000.0,0.0,305000.0,,Hessen,SGVHT
Kreissparkasse Groß-Gerau,Sabine Funk,2014-01-01,2014-12-31,Mitglied,266000.0,45000.0,0.0,311000.0,,Hessen,SGVHT
Kreissparkasse Groß-Gerau,Heiko Dennert,2013-01-01,2013-12-31,Mitglied,305000.0,51000.0,0.0,356000.0,,Hessen,SGVHT
Kreissparkasse Groß-Gerau,Heiko Dennert,2014-01-01,2014-12-31,Mitglied,335000.0,50000.0,0.0,385000.0,,Hessen,SGVHT
Kreissparkasse Groß-Gerau,Norbert Kleinle,2013-01-01,2013-12-31,Vorsitzende(r),350000.0,42000.0,0.0,392000.0,,Hessen,SGVHT
Kreissparkasse Groß-Gerau,Norbert Kleinle,2014-01-01,2014-12-31,Vorsitzende(r),400000.0,59000.0,0.0,459000.0,,Hessen,SGVHT
Sparkasse Gelsenkirchen,Stephanie Olbering,2014-01-01,2014-12-31,Mitglied,300000.0,0.0,0.0,300000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Gelsenkirchen,Stephanie Olbering,2013-01-01,2013-12-31,Mitglied,302000.0,0.0,0.0,302000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Gelsenkirchen,Bernhard Lukas,2013-01-01,2013-12-31,Vorsitzende(r),332700.0,0.0,0.0,332700.0,,Nordrhein-Westfalen,SVWL
Sparkasse Gelsenkirchen,Bernhard Lukas,2014-01-01,2014-12-31,Vorsitzende(r),337000.0,0.0,0.0,337000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hamm,Torsten Cremer,2013-01-01,2013-12-31,Mitglied,262000.0,25000.0,14000.0,301000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hamm,Torsten Cremer,2014-01-01,2014-12-31,Mitglied,270000.0,26000.0,13000.0,309000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hamm,Rudolf Eisermann,2013-01-01,2013-12-31,Mitglied,275000.0,26000.0,16000.0,317000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hamm,Rudolf Eisermann,2014-01-01,2014-12-31,Mitglied,284000.0,27000.0,13000.0,324000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hamm,Bernd Honermeyer,2013-01-01,2013-12-31,Vorsitzende(r),298000.0,28000.0,12000.0,327000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hamm,Bernd Honermeyer,2014-01-01,2014-12-31,Vorsitzende(r),298000.0,28000.0,11000.0,337000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lünen,Heiko Rautert,2013-01-01,2013-12-31,Mitglied,256000.0,33000.0,12000.0,301000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lünen,Heiko Rautert,2014-01-01,2014-12-31,Mitglied,264000.0,34000.0,10000.0,308000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lünen,Ulrich Fischer,2013-01-01,2013-12-31,Vorsitzende(r),281000.0,36000.0,11000.0,328000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lünen,Ulrich Fischer,2014-01-01,2014-12-31,Vorsitzende(r),290000.0,37000.0,11000.0,338000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Neuss,Dietmar Mittelstädt,2014-01-01,2014-12-31,stellvertretendes Mitglied,286900.0,0.0,14200.0,301100.0,,Nordrhein-Westfalen,RSGV
Sparkasse Neuss,Dietmar Mittelstädt,2013-01-01,2013-12-31,stellvertretendes Mitglied,277600.0,23700.0,14500.0,315800.0,,Nordrhein-Westfalen,RSGV
Sparkasse Neuss,Heinz Mölder,2013-01-01,2013-12-31,Mitglied,346800.0,0.0,16700.0,363500.0,,Nordrhein-Westfalen,RSGV
Sparkasse Neuss,Heinz Mölder,2014-01-01,2014-12-31,Mitglied,358400.0,0.0,15900.0,374300.0,,Nordrhein-Westfalen,RSGV
Sparkasse Neuss,Dr. Volker Gärtner,2014-01-01,2014-12-31,Mitglied,382500.0,0.0,23400.0,405900.0,,Nordrhein-Westfalen,RSGV
Sparkasse Neuss,Dr. Volker Gärtner,2013-01-01,2013-12-31,Mitglied,370100.0,31600.0,23700.0,425200.0,,Nordrhein-Westfalen,RSGV
Sparkasse Neuss,Michael Schmuck,2014-01-01,2014-12-31,Vorsitzende(r),420700.0,0.0,13800.0,434500.0,,Nordrhein-Westfalen,RSGV
Sparkasse Neuss,Michael Schmuck,2013-01-01,2013-12-31,Vorsitzende(r),407200.0,34700.0,14000.0,455900.0,,Nordrhein-Westfalen,RSGV
Sparkasse Witten,Carsten Schmees,2014-11-01,2014-12-31,Mitglied,292000.0,0.0,10000.0,302000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Witten,Ulrich Heinemann,2013-01-01,2013-12-31,Mitglied,338000.0,0.0,13000.0,351000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Witten,Ulrich Heinemann,2014-01-01,2014-12-31,Vorsitzende(r),367000.0,0.0,12000.0,379000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Witten,Rolf Maasche,2013-01-01,2013-12-31,Vorsitzende(r),375000.0,0.0,33000.0,408000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Euskirchen,Hartmut Cremer,2013-01-01,2013-12-31,Mitglied,294669.0,0.0,7701.0,302370.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Euskirchen,Hartmut Cremer,2014-01-01,2014-12-31,Mitglied,304488.0,0.0,8297.0,312786.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Euskirchen,Udo Becker,2013-01-01,2013-12-31,Vorsitzende(r),324136.0,0.0,10974.0,335110.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Euskirchen,Udo Becker,2014-01-01,2014-12-31,Vorsitzende(r),334937.0,0.0,11121.0,346058.0,,Nordrhein-Westfalen,RSGV
Sparkasse am Niederrhein,Frank-Rainer Laake,2013-01-01,2013-12-31,Mitglied,292400.0,0.0,10800.0,303200.0,,Nordrhein-Westfalen,RSGV
Sparkasse am Niederrhein,Giovanni Malaponti,2013-01-01,2013-12-31,Vorsitzende(r),296300.0,22300.0,10200.0,328800.0,,Nordrhein-Westfalen,RSGV
Sparkasse am Niederrhein,Frank-Rainer Laake,2014-01-01,2014-12-31,Mitglied,318300.0,0.0,10700.0,329000.0,,Nordrhein-Westfalen,RSGV
Sparkasse am Niederrhein,Bernd Zibell,2014-01-01,2014-12-31,Mitglied,318300.0,0.0,11900.0,330200.0,,Nordrhein-Westfalen,RSGV
Sparkasse am Niederrhein,Giovanni Malaponti,2014-01-01,2014-12-31,Vorsitzende(r),322400.0,24200.0,10400.0,357000.0,,Nordrhein-Westfalen,RSGV
Sparkasse am Niederrhein,Bernhard Uppenkamp,2013-01-01,2013-03-31,Mitglied,72700.0,0.0,2700.0,75400.0,,Nordrhein-Westfalen,RSGV
Sparkasse am Niederrhein,Bernd Zibell,2013-10-01,2013-12-31,Mitglied,73800.0,0.0,2100.0,75900.0,,Nordrhein-Westfalen,RSGV
Sparkasse Lippstadt,Peter Königkamp,2013-01-01,2013-12-31,Mitglied,262000.0,33000.0,11000.0,306000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lippstadt,Peter Königkamp,2014-01-01,2014-12-31,Mitglied,308000.0,0.0,11000.0,319000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lippstadt,Jürgen Riepe,2013-01-01,2013-12-31,Vorsitzende(r),288000.0,37000.0,10000.0,335000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lippstadt,Jürgen Riepe,2014-01-01,2014-12-31,Vorsitzende(r),339000.0,0.0,11000.0,350000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Dieburg,Markus Euler,2013-01-01,2013-12-31,Mitglied,263700.0,48400.0,0.0,312100.0,,Hessen,SGVHT
Sparkasse Dieburg,Markus Euler,2014-01-01,2014-12-31,Mitglied,271400.0,49800.0,0.0,321200.0,,Hessen,SGVHT
Sparkasse Dieburg,Manfred Neßler,2014-01-01,2014-12-31,Vorsitzende(r),324300.0,59100.0,0.0,383400.0,,Hessen,SGVHT
Sparkasse Dieburg,Manfred Neßler,2013-01-01,2013-12-31,Vorsitzende(r),340300.0,57500.0,0.0,397800.0,,Hessen,SGVHT
Stadt-Sparkasse Solingen,Manfred Kartenberg,2013-01-01,2013-12-31,Mitglied,314000.0,0.0,8000.0,322000.0,,Nordrhein-Westfalen,RSGV
Stadt-Sparkasse Solingen,Stefan Grunwald,2013-01-01,2013-12-31,Vorsitzende(r),337000.0,0.0,12000.0,349000.0,,Nordrhein-Westfalen,RSGV
Stadt-Sparkasse Solingen,Manfred Kartenberg,2014-01-01,2014-12-31,Mitglied,325000.0,41000.0,8000.0,374000.0,,Nordrhein-Westfalen,RSGV
Stadt-Sparkasse Solingen,Stefan Grunwald,2014-01-01,2014-12-31,Vorsitzende(r),348000.0,44000.0,15000.0,407000.0,,Nordrhein-Westfalen,RSGV
Stadt- und Kreissparkasse Darmstadt,Hans-Werner Erb,2013-01-01,2013-12-31,Mitglied,276000.0,49000.0,0.0,325000.0,,Hessen,SGVHT
Stadt- und Kreissparkasse Darmstadt,Hans-Werner Erb,2014-01-01,2014-12-31,Mitglied,294000.0,52000.0,0.0,346000.0,,Hessen,SGVHT
Stadt- und Kreissparkasse Darmstadt,Roman Scheidel,2013-01-01,2013-12-31,Mitglied,343000.0,63000.0,0.0,406000.0,,Hessen,SGVHT
Stadt- und Kreissparkasse Darmstadt,Roman Scheidel,2014-01-01,2014-12-31,Mitglied,353000.0,65000.0,0.0,418000.0,,Hessen,SGVHT
Stadt- und Kreissparkasse Darmstadt,Georg Sellner,2013-01-01,2013-12-31,Vorsitzende(r),412000.0,76000.0,0.0,488000.0,,Hessen,SGVHT
Stadt- und Kreissparkasse Darmstadt,Georg Sellner,2014-01-01,2014-12-31,Vorsitzende(r),425000.0,78000.0,0.0,503000.0,,Hessen,SGVHT
Kreissparkasse Heinsberg,Hans-Josef Mertens,2013-01-01,2013-12-31,Mitglied,319600.0,0.0,10400.0,330000.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Heinsberg,Hans-Josef Mertens,2014-01-01,2014-12-31,Mitglied,330700.0,0.0,10600.0,341300.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Heinsberg,Dr. Richard Nouvertné,2013-01-01,2013-12-31,Mitglied,335600.0,0.0,11300.0,346900.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Heinsberg,Thomas Pennatz,2013-01-01,2013-12-31,Vorsitzende(r),352900.0,0.0,0.0,352900.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Heinsberg,Dr. Richard Nouvertné,2014-01-01,2014-12-31,Mitglied,347200.0,0.0,11300.0,358500.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Heinsberg,Thomas Pennatz,2014-01-01,2014-12-31,Vorsitzende(r),363700.0,0.0,0.0,363700.0,,Nordrhein-Westfalen,RSGV
Sparkasse Hagen,Klaus Oberliesen,2013-01-01,2013-12-31,Mitglied,299000.0,21000.0,10000.0,330000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hagen,Rainer Kurth,2013-01-01,2013-12-31,Mitglied,299000.0,21000.0,12000.0,332000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hagen,Klaus Oberliesen,2014-01-01,2014-12-31,Mitglied,309000.0,32000.0,10000.0,351000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hagen,Rainer Kurth,2014-01-01,2014-12-31,Mitglied,309000.0,32000.0,12000.0,353000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hagen,Frank Walter,2014-01-01,2014-12-31,Vorsitzende(r),340000.0,35000.0,15000.0,390000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hagen,Frank Walter,2013-01-01,2013-12-31,Vorsitzende(r),329000.0,23000.0,106000.0,458000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Oberhessen,Thomas Falk,2014-01-01,2014-12-31,Mitglied,301000.0,34000.0,0.0,335000.0,,Hessen,SGVHT
Sparkasse Oberhessen,Thomas Falk,2013-01-01,2013-12-31,Mitglied,294000.0,43000.0,0.0,337000.0,,Hessen,SGVHT
Sparkasse Oberhessen,Reinhold Wintermeyer,2013-01-01,2013-12-31,Mitglied,294000.0,49000.0,0.0,343000.0,,Hessen,SGVHT
Sparkasse Oberhessen,Reinhold Wintermeyer,2014-01-01,2014-12-31,Mitglied,308000.0,37000.0,0.0,345000.0,,Hessen,SGVHT
Sparkasse Oberhessen,Günter Sedlak,2014-01-01,2014-12-31,Vorsitzende(r),381000.0,45000.0,0.0,426000.0,,Hessen,SGVHT
Sparkasse Oberhessen,Günter Sedlak,2013-01-01,2013-12-31,Vorsitzende(r),369000.0,60000.0,0.0,429000.0,,Hessen,SGVHT
Sparkasse Paderborn-Detmold,Andreas Trotz,2013-01-01,2013-12-31,Mitglied,308200.0,17700.0,12400.0,338300.0,,Nordrhein-Westfalen,SVWL
Sparkasse Paderborn-Detmold,Andreas Trotz,2014-01-01,2014-12-31,Mitglied,319000.0,32000.0,12000.0,363000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Paderborn-Detmold,Arnd Paas,2013-01-01,2013-12-31,Mitglied,385300.0,29600.0,11500.0,426400.0,,Nordrhein-Westfalen,SVWL
Sparkasse Paderborn-Detmold,Hubert Böddeker,2013-01-01,2013-12-31,Mitglied,385300.0,29600.0,15100.0,430000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Paderborn-Detmold,Arnd Paas,2014-01-01,2014-12-31,Mitglied,398000.0,41000.0,11000.0,450000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Paderborn-Detmold,Hubert Böddeker,2014-01-01,2014-12-31,Mitglied,398000.0,41000.0,15000.0,454000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Paderborn-Detmold,Hans Laven,2013-01-01,2013-12-31,Vorsitzende(r),423800.0,32500.0,15000.0,471300.0,,Nordrhein-Westfalen,SVWL
Sparkasse Paderborn-Detmold,Hans Laven,2014-01-01,2014-12-31,Vorsitzende(r),438000.0,45000.0,15000.0,498000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Wiedenbrück,Werner Twent,2013-01-01,2013-12-31,Mitglied,294000.0,38000.0,9000.0,341000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Wiedenbrück,Werner Twent,2014-01-01,2014-12-31,Mitglied,325000.0,39000.0,9000.0,373000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Wiedenbrück,Johannes Hüser,2013-01-01,2013-12-31,Vorsitzende(r),325000.0,41000.0,11000.0,377000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Wiedenbrück,Johannes Hüser,2014-01-01,2014-12-31,Vorsitzende(r),357000.0,43000.0,11000.0,411000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lemgo,Klaus Drücker,2013-01-01,2013-12-31,Mitglied,308000.0,26000.0,9000.0,343000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lemgo,Klaus Drücker,2014-01-01,2014-12-31,Mitglied,317000.0,27000.0,11000.0,355000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lemgo,Bernd Dabrock,2013-01-01,2013-12-31,Mitglied,327000.0,40000.0,10000.0,377000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lemgo,Bernd Dabrock,2014-01-01,2014-12-31,Mitglied,338000.0,41000.0,10000.0,389000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lemgo,Horst Selbach,2013-01-01,2013-12-31,Vorsitzende(r),392000.0,47000.0,13000.0,452000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lemgo,Horst Selbach,2014-01-01,2014-12-31,Vorsitzende(r),405000.0,49000.0,13000.0,467000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Dortmund,Guido Rohn,2013-01-01,2013-09-19,Mitglied,344000.0,0.0,10000.0,354000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Dortmund,Dirk Schaufelberger,2014-01-01,2014-12-31,Mitglied,389000.0,0.0,11000.0,400000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Dortmund,Norbert Wolf,2013-01-01,2013-12-31,Mitglied,438000.0,56000.0,0.0,494000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Dortmund,Jörg Busatta,2013-01-01,2013-12-31,Mitglied,438000.0,56000.0,9000.0,503000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Dortmund,Norbert Wolf,2014-01-01,2014-12-31,Mitglied,453000.0,57000.0,0.0,510000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Dortmund,Jörg Busatta,2014-01-01,2014-12-31,Mitglied,453000.0,57000.0,10000.0,520000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Dortmund,Uwe Samulewicz,2013-01-01,2013-12-31,Vorsitzende(r),470000.0,57000.0,14000.0,541000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Dortmund,Uwe Samulewicz,2014-01-01,2014-12-31,Vorsitzende(r),486000.0,59000.0,13000.0,558000.0,,Nordrhein-Westfalen,SVWL
Nassauische Sparkasse,Andreas Fabich,2013-01-01,2013-12-31,Mitglied,,,,355000.0,Nur Ausweisung der Gesamtbezüge. Keine Angaben zum Grundgehalt und erfolgsabhängigen Bezügen.,Hessen,SGVHT
Nassauische Sparkasse,Bertram Theilacker,2013-01-01,2013-12-31,Mitglied,,,,393000.0,Nur Ausweisung der Gesamtbezüge. Keine Angaben zum Grundgehalt und erfolgsabhängigen Bezügen.,Hessen,SGVHT
Nassauische Sparkasse,Andreas Fabich,2014-01-01,2014-12-31,Mitglied,,,,407000.0,Nur Ausweisung der Gesamtbezüge. Keine Angaben zum Grundgehalt und erfolgsabhängigen Bezügen.,Hessen,SGVHT
Nassauische Sparkasse,Bertram Theilacker,2014-01-01,2014-12-31,Mitglied,,,,418000.0,Nur Ausweisung der Gesamtbezüge. Keine Angaben zum Grundgehalt und erfolgsabhängigen Bezügen.,Hessen,SGVHT
Nassauische Sparkasse,Günter Högner,2014-01-01,2014-12-31,Mitglied,,,,430000.0,Nur Ausweisung der Gesamtbezüge. Keine Angaben zum Grundgehalt und erfolgsabhängigen Bezügen.,Hessen,SGVHT
Nassauische Sparkasse,Günter Högner,2013-01-01,2013-12-31,Mitglied,,,,435000.0,Nur Ausweisung der Gesamtbezüge. Keine Angaben zum Grundgehalt und erfolgsabhängigen Bezügen.,Hessen,SGVHT
Nassauische Sparkasse,Stephan Ziegler,2013-01-01,2013-12-31,Vorsitzende(r),,,,576000.0,Nur Ausweisung der Gesamtbezüge. Keine Angaben zum Grundgehalt und erfolgsabhängigen Bezügen.,Hessen,SGVHT
Nassauische Sparkasse,Stephan Ziegler,2014-01-01,2014-12-31,Vorsitzende(r),,,,592000.0,Nur Ausweisung der Gesamtbezüge. Keine Angaben zum Grundgehalt und erfolgsabhängigen Bezügen.,Hessen,SGVHT
Sparkasse Herford,Kay Hoffmann,2014-01-01,2014-12-31,Mitglied,333000.0,11000.0,11000.0,355000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Herford,Peter Mausolf,2013-01-01,2013-12-31,Mitglied,366000.0,23000.0,10000.0,399000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Herford,Horst Prüßmeier,2013-01-01,2013-12-31,Mitglied,366000.0,23000.0,12000.0,401000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Herford,Peter Becker,2013-01-01,2013-12-31,Vorsitzende(r),402000.0,17000.0,11000.0,430000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Herford,Horst Prüßmeier,2014-01-01,2014-12-31,Mitglied,378000.0,45000.0,15000.0,438000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Herford,Peter Becker,2014-01-01,2014-12-31,Vorsitzende(r),415000.0,50000.0,12000.0,477000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Herford,Kay Hoffmann,2013-10-01,2013-12-31,Mitglied,80000.0,0.0,3000.0,83000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Langen-Seligenstadt,Jürgen Kuhn,2013-01-01,2013-12-31,Mitglied,,,,363000.0,,Hessen,SGVHT
Sparkasse Langen-Seligenstadt,Jürgen Kuhn,2014-01-01,2014-12-31,Mitglied,,,,376000.0,,Hessen,SGVHT
Sparkasse Langen-Seligenstadt,Klaus Zoufal,2014-01-01,2014-12-31,Vorsitzende(r),,,,441000.0,,Hessen,SGVHT
Sparkasse Langen-Seligenstadt,Klaus Zoufal,2013-01-01,2013-12-31,Vorsitzende(r),,,,456000.0,,Hessen,SGVHT
Sparkasse Siegen,Günter Zimmermann,2014-01-01,2014-12-31,Mitglied,345000.0,25000.0,4000.0,374000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Siegen,Günter Zimmermann,2013-01-01,2013-12-31,Mitglied,334000.0,40000.0,5000.0,379000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Siegen,Harald Peter,2014-01-01,2014-12-31,Mitglied,388000.0,28000.0,12000.0,428000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Siegen,Harald Peter,2013-01-01,2013-12-31,Mitglied,376000.0,42000.0,12000.0,430000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Siegen,Wilfried Groos,2014-01-01,2014-12-31,Vorsitzende(r),431000.0,31000.0,3000.0,465000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Siegen,Wilfried Groos,2013-01-01,2013-12-31,Vorsitzende(r),417000.0,44000.0,6000.0,467000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Essen,Friedrich Kaschub,2013-01-01,2013-12-31,Mitglied,352800.0,29600.0,0.0,382400.0,,Nordrhein-Westfalen,RSGV
Sparkasse Essen,Friedrich Kaschub,2014-01-01,2014-12-31,Mitglied,363600.0,37600.0,0.0,401200.0,,Nordrhein-Westfalen,RSGV
Sparkasse Essen,Stefan Lukai,2013-01-01,2013-12-31,Mitglied,482800.0,24900.0,0.0,507700.0,,Nordrhein-Westfalen,RSGV
Sparkasse Essen,Volker Behr,2013-01-01,2013-12-31,Mitglied,471700.0,49300.0,0.0,521000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Essen,Stefan Lukai,2014-01-01,2014-12-31,Mitglied,489800.0,50100.0,0.0,539900.0,,Nordrhein-Westfalen,RSGV
Sparkasse Essen,Volker Behr,2014-01-01,2014-12-31,Mitglied,493100.0,52000.0,0.0,545100.0,,Nordrhein-Westfalen,RSGV
Sparkasse Essen,Hans Martz,2013-01-01,2013-12-31,Vorsitzende(r),525300.0,56700.0,0.0,582000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Essen,Hans Martz,2014-01-01,2014-12-31,Vorsitzende(r),543100.0,57600.0,0.0,600700.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Wilfried Nellessen,2013-01-01,2013-12-31,stellvertretendes Mitglied,333000.0,43000.0,11000.0,387000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Wilfried Nellessen,2014-01-01,2014-12-31,stellvertretendes Mitglied,360000.0,44000.0,11000.0,415000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Dr. Christian Burmester,2013-01-01,2013-12-31,Mitglied,444000.0,57000.0,9000.0,510000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Ralf Wagemann,2013-01-01,2013-12-31,Mitglied,444000.0,57000.0,12000.0,513000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Norbert Laufs,2013-01-01,2013-12-31,Mitglied,466000.0,60000.0,13000.0,539000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Dr. Christian Burmester,2014-01-01,2014-12-31,Mitglied,479000.0,58000.0,11000.0,548000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Ralf Wagemann,2014-01-01,2014-12-31,Mitglied,480000.0,58000.0,12000.0,550000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Norbert Laufs,2014-01-01,2014-12-31,Mitglied,503000.0,61000.0,13000.0,577000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Hubert Herpers,2013-01-01,2013-12-31,Vorsitzende(r),511000.0,65000.0,16000.0,592000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Aachen,Hubert Herpers,2014-01-01,2014-12-31,Vorsitzende(r),551000.0,67000.0,16000.0,634000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Hilden Ratingen Velbert,Josef Stopfer,2013-01-01,2013-12-31,Mitglied,333900.0,42700.0,17400.0,394000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Hilden Ratingen Velbert,Josef Stopfer,2014-01-01,2014-12-31,Mitglied,345000.0,43900.0,17400.0,406300.0,,Nordrhein-Westfalen,RSGV
Sparkasse Hilden Ratingen Velbert,Wolfgang Busch,2013-01-01,2013-12-31,Mitglied,350600.0,44800.0,14200.0,409600.0,,Nordrhein-Westfalen,RSGV
Sparkasse Hilden Ratingen Velbert,Wolfgang Busch,2014-01-01,2014-12-31,Mitglied,362200.0,46100.0,14200.0,422500.0,,Nordrhein-Westfalen,RSGV
Sparkasse Hilden Ratingen Velbert,Jörg Buschmann,2013-01-01,2013-12-31,Vorsitzende(r),367200.0,47000.0,12000.0,426200.0,,Nordrhein-Westfalen,RSGV
Sparkasse Hilden Ratingen Velbert,Jörg Buschmann,2014-01-01,2014-12-31,Vorsitzende(r),379500.0,48300.0,11500.0,439300.0,,Nordrhein-Westfalen,RSGV
Sparkasse Westmünsterland,Jürgen Büngeler,2013-01-01,2013-12-31,Mitglied,365700.0,31200.0,9300.0,406200.0,,Nordrhein-Westfalen,SVWL
Sparkasse Westmünsterland,Dr. Raoul G. Wild,2013-01-01,2013-12-31,Mitglied,365700.0,31200.0,9400.0,406300.0,,Nordrhein-Westfalen,SVWL
Sparkasse Westmünsterland,Karlheinz Lipp,2013-01-01,2013-12-31,Mitglied,365700.0,31200.0,10800.0,407700.0,,Nordrhein-Westfalen,SVWL
Sparkasse Westmünsterland,Raoul G. Wild,2014-01-01,2014-12-31,Mitglied,377900.0,32100.0,10000.0,420000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Westmünsterland,Jürgen Büngeler,2014-01-01,2014-12-31,Mitglied,377900.0,32100.0,11000.0,421000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Westmünsterland,Karlheinz Lipp,2014-01-01,2014-12-31,Mitglied,377900.0,32100.0,11700.0,421700.0,,Nordrhein-Westfalen,SVWL
Sparkasse Westmünsterland,Heinrich-Georg Krumme,2013-01-01,2013-12-31,Vorsitzende(r),457100.0,39000.0,13900.0,510000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Westmünsterland,Heinrich-Georg Krumme,2014-01-01,2014-12-31,Vorsitzende(r),472300.0,40100.0,12700.0,525100.0,,Nordrhein-Westfalen,SVWL
Sparkasse Münsterland Ost,Peter Scholz,2013-01-01,2013-12-31,Mitglied,354000.0,42000.0,14000.0,410000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Münsterland Ost,Peter Scholz,2014-01-01,2014-12-31,Mitglied,431000.0,50000.0,15000.0,496000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Münsterland Ost,Klaus Richter,2013-01-01,2013-12-31,Mitglied,451000.0,58000.0,12000.0,521000.0,,Nordrhein-Westfalen,SVWL
